text,label,source_url
Luis Monti,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the Stadio Comunale,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the 1930s,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
the 1940s,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
the Second World War,EVENT,https://en.wikipedia.org/wiki/Juventus_F.C.
Gianni Agnelli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the late 1940s,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
early 1950s,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Englishman,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Jesse Carver,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A.,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Welshman John Charles,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Omar Sívori,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Giampiero Boniperti,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
F.C. season,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Fiorentina,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1960,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
1961,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
the decade,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
The 1970s,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Čestmír Vycpálek,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Roberto Bettega,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Franco Causio,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
José Altafini,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the decade,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Gaetano Scirea,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Giovanni Trapattoni,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
European,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Cup,EVENT,https://en.wikipedia.org/wiki/Juventus_F.C.
1980s.[40,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
European,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Trapattoni,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the 1980s,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Paolo Rossi,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
European Footballer,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the Year,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Italy,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
1982,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
FIFA World Cup,EVENT,https://en.wikipedia.org/wiki/Juventus_F.C.
Player,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Michel Platini,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the European Footballer,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
three years in a row,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
1983,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
1984,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
1985,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the 1985,EVENT,https://en.wikipedia.org/wiki/Juventus_F.C.
Liverpool,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
European,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
European,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1985,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Intercontinental Cup,EVENT,https://en.wikipedia.org/wiki/Juventus_F.C.
1999,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Intertoto,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the 1980s,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Diego Maradona's,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Napoli,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Milanese,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
A.C. Milan,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Inter Milan,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
1990,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Cup,EVENT,https://en.wikipedia.org/wiki/Juventus_F.C.
Dino Zoff.[32] In,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1990,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1990,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
FIFA World,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Roberto Baggio,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
later that year,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
the early 1990s,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Luigi Maifredi,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Trapattoni,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1993,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Cup,EVENT,https://en.wikipedia.org/wiki/Juventus_F.C.
Lippi,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the start of the 1994–95,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A.[30] His,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the mid-1980s,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
1995,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Ciro Ferrara,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Roberto Baggio,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Gianluca Vialli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Alessandro Del Piero,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Lippi,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1995,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Ajax,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Fabrizio Ravanelli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the European Cup,EVENT,https://en.wikipedia.org/wiki/Juventus_F.C.
Zinedine Zidane,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Filippo Inzaghi,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Edgar Davids,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1996,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Super,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1996,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Borussia Dortmund,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1997,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Lippi,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
2001,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Carlo Ancelotti's,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Gianluigi Buffon,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
David Trezeguet,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Pavel Nedvěd,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Lilian Thuram,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the 2001–02 Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
1998,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
2003,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Milan,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
the following season,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Lippi,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Italy,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
edit]In 2004,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Fabio Capello,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
May 2006,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Calciopoli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
July 2006,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie B,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Calciopoli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Luciano Moggi,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Antonio Giraudo,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
FIFA,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the Italian Football Federation (FIGC,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Italian,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Inter Milan,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie B,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Thuram,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Zlatan Ibrahimović,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Emerson,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Patrick Vieira,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Fabio Cannavaro,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Gianluca,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Del Piero,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Buffon,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Nedvěd,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Giorgio Chiellini,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Primavera,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Sebastian Giovinco,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Claudio Marchisio,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Cadetti,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie B,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Del Piero,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
2010,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Inter Milan,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Livorno,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Milan,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
2005,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
2006,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Calciopoli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
2006,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Luciano Moggi's,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the Supreme Court,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
"March 2015,[83][84",DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
FIGC,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
2006,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Carlo Tavecchio,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
September 2015,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
the Supreme Court,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
2006,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Moggi,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
La Gazzetta,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Naples,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Italy,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Moggi,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Giraudo,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the European Court of Human Rights,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
March 2020,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Giraudo,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
September 2021.[91][92,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Claudio Ranieri,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
their first season,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Champions League's,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Real Madrid,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Chelsea,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Ranieri,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Ciro Ferrara,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the end of January 2010,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Alberto Zaccheroni,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Zaccheroni,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A. For,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the 2010–11 Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Jean-Claude Blanc,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Andrea Agnelli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Agnelli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Zaccheroni,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Alessio Secco,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Sampdoria,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Luigi Delneri,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Giuseppe,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Delneri,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Antonio Conte,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Siena,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Delneri,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
September 2011,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Conte,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the second half of the season,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Milan,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Cagliari,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Milan,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Atalanta,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Europa League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Benfica,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
2014,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Europa League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Massimiliano Allegri,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Lazio,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
2015,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Real Madrid,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Barcelona,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
2015,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Berlin,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Champions League.[108] Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Barcelona,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
2016,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Italy,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
2017,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Lazio,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
21 May,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
2017,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
three years,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Real Madrid,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
2017,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Turin,NORP,https://en.wikipedia.org/wiki/Juventus_F.C.
2018,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Milan,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Cristiano Ronaldo,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Real Madrid,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
10 July 2018.[119,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Italy,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
the century,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Deloitte,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
earlier in the year,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Ronaldo,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Real Madrid,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Barcelona,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Manchester United.[119,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
2018,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
January 2019,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Milan,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
Supercoppa Italiana,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Milan,GPE,https://en.wikipedia.org/wiki/Juventus_F.C.
April 2019,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the competition.[121],EVENT,https://en.wikipedia.org/wiki/Juventus_F.C.
Maurizio Sarri,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
titles.[124,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
2020,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
8 August 2020,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Sarri,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
one day,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
UEFA Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the same day,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Andrea Pirlo,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
two-year,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Inter Milan's,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the 2020–21 Serie A,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
the final day,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Pirlo,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the Supercoppa Italiana,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
two years,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
four-year,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Ronaldo,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Manchester United,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
late August,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Allegri,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Inter Milan,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
2022,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Coppa Italia,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
the first season,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
the 2022–23 season,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Juventus,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
Champions League,ORG,https://en.wikipedia.org/wiki/Juventus_F.C.
28 November 2022,DATE,https://en.wikipedia.org/wiki/Juventus_F.C.
Andrea Agnelli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Pavel Nedvěd,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Maurizio Arrivabene,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
Agnelli,PERSON,https://en.wikipedia.org/wiki/Juventus_F.C.
